customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_02114,Male,0,No,Yes,49,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),94.28,4662.79,No
CUST_02115,Male,0,Yes,Yes,36,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),76.89,2794.94,Yes
CUST_02116,Female,0,No,No,54,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,70.28,3833.97,No
CUST_02117,Male,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,106.97,5031.37,No
CUST_02118,Female,1,Yes,No,32,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),92.72,2973.84,Yes
CUST_02119,Male,0,Yes,No,53,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),33.23,1779.42,No
CUST_02120,Female,1,Yes,Yes,32,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,60.88,1975.16,No
CUST_02121,Female,1,Yes,Yes,62,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),50.77,3191.13,No
CUST_02122,Female,0,No,Yes,37,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),99.81,3720.14,No
CUST_02123,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,91.34,3504.25,Yes
CUST_02124,Male,0,Yes,No,30,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,66.15,2018.35,No
CUST_02125,Female,1,Yes,No,58,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),102.01,5960.57,No
CUST_02126,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,59.83,1953.3,No
CUST_02127,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,99.96,6646.36,Yes
CUST_02128,Male,0,No,Yes,51,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),21.27,1085.85,No
CUST_02129,Male,0,Yes,Yes,11,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,31.73,359.43,Yes
CUST_02130,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.11,5657.98,Yes
CUST_02131,Male,0,Yes,No,20,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),29.67,632.97,No
CUST_02132,Male,0,Yes,No,37,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.74,3259.88,Yes
CUST_02133,Female,0,No,Yes,49,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),91.8,4547.13,No
CUST_02134,Male,1,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),85.54,1668.83,No
CUST_02135,Male,0,Yes,Yes,55,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.46,5583.52,Yes
CUST_02136,Male,1,Yes,Yes,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,70.18,2847.96,No
CUST_02137,Female,0,Yes,No,7,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,109.5,805.71,Yes
CUST_02138,Female,0,Yes,No,5,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.09,391.5,Yes
CUST_02139,Female,0,Yes,Yes,42,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),69.8,2965.19,No
CUST_02140,Female,0,No,Yes,48,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),69.96,3406.47,Yes
CUST_02141,Female,1,No,No,7,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,111.03,811.02,No
CUST_02142,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),42.86,512.12,No
CUST_02143,Female,1,No,No,49,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,88.89,4360.76,No
CUST_02144,Male,0,No,No,30,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,42.75,1318.78,Yes
CUST_02145,Male,0,No,Yes,41,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),27.4,1133.71,No
CUST_02146,Female,0,Yes,No,3,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),115.28,349.44,Yes
CUST_02147,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),31.23,1276.88,No
CUST_02148,Male,0,No,No,51,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,87.99,4525.11,No
CUST_02149,Female,1,Yes,No,32,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,61.3,1989.1,No
CUST_02150,Male,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),103.38,5009.03,Yes
CUST_02151,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),96.87,6912.31,No
CUST_02152,Male,0,No,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,32.66,2325.05,Yes
CUST_02153,Male,0,Yes,No,20,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.72,1361.07,No
CUST_02154,Male,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),20.81,735.93,No
CUST_02155,Female,0,No,Yes,24,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,61.81,1521.39,No
CUST_02156,Female,0,No,Yes,40,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.42,3584.31,No
CUST_02157,Female,0,Yes,No,52,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,41.68,2217.29,No
CUST_02158,Male,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,100.62,3940.92,No
CUST_02159,Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,23.42,1617.55,No
CUST_02160,Male,0,No,Yes,61,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),21.53,1336.41,No
CUST_02161,Male,0,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,20.8,1357.11,No
CUST_02162,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),46.56,2911.59,Yes
CUST_02163,Male,0,Yes,Yes,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,65.64,138.76,Yes
CUST_02164,Female,0,Yes,Yes,6,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,28.96,213.86,Yes
CUST_02165,Female,0,Yes,No,43,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),119.67,5193.63,No
CUST_02166,Male,0,No,No,40,Yes,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),119.96,4838.61,Yes
CUST_02167,Female,0,No,Yes,39,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,71.02,2791.33,No
CUST_02168,Male,0,Yes,Yes,28,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,75.94,2126.35,Yes
CUST_02169,Female,0,Yes,Yes,63,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.53,7091.5,No
CUST_02170,Female,0,Yes,No,64,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,96.52,6201.96,No
CUST_02171,Male,0,Yes,No,12,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.13,455.54,No
CUST_02172,Female,1,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,98.83,4093.16,No
CUST_02173,Male,0,Yes,No,29,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),41.56,1235.1,No
CUST_02174,Female,0,No,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.89,1472.28,Yes
CUST_02175,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),72.32,3712.8,No
CUST_02176,Male,1,Yes,Yes,45,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,91.13,4131.03,No
CUST_02177,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),33.32,744.44,No
CUST_02178,Female,1,Yes,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),25.77,274.68,No
CUST_02179,Male,0,Yes,No,7,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),106.34,778.57,No
CUST_02180,Female,0,Yes,Yes,15,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,102.33,1565.07,No
CUST_02181,Female,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.37,3301.64,Yes
CUST_02182,Male,0,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),85.56,5224.83,No
CUST_02183,Male,1,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),91.37,5590.62,No
CUST_02184,Female,0,No,No,51,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,66.61,3399.12,No
CUST_02185,Male,0,No,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.24,1710.06,No
CUST_02186,Male,0,No,No,12,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),67.1,821.38,No
CUST_02187,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),114.98,7607.76,Yes
CUST_02188,Female,0,Yes,Yes,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,103.46,5615.54,No
CUST_02189,Female,0,Yes,Yes,39,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.49,2583.01,Yes
CUST_02190,Male,1,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,41.01,1628.77,No
CUST_02191,Female,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),108.74,3286.8,Yes
CUST_02192,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),83.1,4013.23,Yes
CUST_02193,Female,0,Yes,No,31,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),59.28,1878.85,Yes
CUST_02194,Male,0,Yes,No,25,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),29.39,758.1,Yes
CUST_02195,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.68,6465.03,Yes
CUST_02196,Female,1,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,50.33,2616.3,No
CUST_02197,Male,0,No,No,13,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),79.84,1047.01,No
CUST_02198,Female,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,76.1,4830.68,No
CUST_02199,Female,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),89.36,3776.84,No
CUST_02200,Male,1,Yes,No,54,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),72.84,3974.74,No
CUST_02201,Male,0,No,No,67,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,82.3,5534.43,Yes
CUST_02202,Female,0,Yes,No,56,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),26.32,1488.92,No
CUST_02203,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.86,1641.7,No
CUST_02204,Male,0,No,No,46,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37.81,1782.76,No
CUST_02205,Male,0,Yes,No,15,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,57.98,905.65,Yes
CUST_02206,Male,0,No,Yes,32,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),70.28,2252.76,No
CUST_02207,Male,0,No,Yes,49,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),88.06,4350.69,No
CUST_02208,Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,93.73,1970.03,No
CUST_02209,Female,0,No,No,65,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,89.9,5852.72,No
CUST_02210,Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.7,1968.69,No
CUST_02211,Male,0,No,Yes,27,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.46,1574.71,Yes
CUST_02212,Male,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),46.63,1114.46,Yes
CUST_02213,Female,0,Yes,Yes,47,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,58.64,2786.43,No
CUST_02214,Male,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,83.98,1056.02,No
CUST_02215,Female,0,Yes,Yes,66,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,37.68,2529.5,Yes
CUST_02216,Female,0,No,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,69.21,363.08,No
CUST_02217,Female,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),108.26,1016.02,Yes
CUST_02218,Male,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,92.57,1895.0,Yes
CUST_02219,Female,0,No,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.99,5843.68,Yes
CUST_02220,Male,1,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),104.57,7529.6,No
CUST_02221,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),58.72,4213.07,Yes
CUST_02222,Male,0,Yes,Yes,30,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),95.47,2867.51,No
CUST_02223,Female,0,Yes,No,16,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),23.99,410.21,Yes
CUST_02224,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,23.76,139.51,No
CUST_02225,Female,0,Yes,No,29,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,51.84,1549.45,No
CUST_02226,Male,0,No,Yes,47,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,38.08,1809.94,No
CUST_02227,Male,1,No,Yes,22,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),70.89,1589.4,No
CUST_02228,Male,0,Yes,No,57,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),36.69,2125.73,No
CUST_02229,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),117.51,4113.75,Yes
CUST_02230,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,104.81,6318.31,No
CUST_02231,Female,0,No,Yes,70,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,118.22,8301.19,Yes
CUST_02232,Male,0,No,No,60,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,100.39,6053.21,No
CUST_02233,Female,0,No,No,58,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),115.01,6674.55,Yes
CUST_02234,Male,1,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.55,169.42,Yes
CUST_02235,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,68.79,2347.61,No
CUST_02236,Female,0,Yes,No,45,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,42.46,1954.13,No
CUST_02237,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,82.85,4160.43,Yes
CUST_02238,Male,0,No,Yes,2,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,98.4,218.5,No
CUST_02239,Female,0,Yes,Yes,15,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,68.87,1052.58,No
CUST_02240,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),48.23,1820.23,No
CUST_02241,Male,0,Yes,No,15,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.78,1059.71,Yes
CUST_02242,Male,0,No,Yes,60,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),24.42,1468.34,No
CUST_02243,Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,91.55,5878.38,No
CUST_02244,Female,1,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.06,3367.72,No
CUST_02245,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,109.62,2567.01,Yes
CUST_02246,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),112.17,4152.89,Yes
CUST_02247,Male,0,Yes,No,41,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,30.8,1303.39,No
CUST_02248,Male,0,No,Yes,57,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),119.6,6820.7,No
CUST_02249,Female,0,No,Yes,25,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,116.92,2939.58,Yes
CUST_02250,Male,0,No,Yes,37,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,81.97,3033.91,No
CUST_02251,Male,0,No,No,40,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,102.2,4133.4,No
CUST_02252,Male,0,No,Yes,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,19.88,949.85,No
CUST_02253,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),116.98,7037.22,No
CUST_02254,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,64.54,1245.21,No
CUST_02255,Female,1,No,Yes,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),110.79,1029.1,Yes
CUST_02256,Female,1,No,No,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),57.28,3956.99,No
CUST_02257,Male,0,Yes,No,5,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,98.39,499.22,No
CUST_02258,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),60.63,1618.75,No
CUST_02259,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,55.0,1055.04,No
CUST_02260,Male,1,No,Yes,30,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),114.57,3473.47,No
CUST_02261,Male,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,89.31,4298.14,No
CUST_02262,Female,1,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,103.69,1663.42,No
CUST_02263,Female,0,No,No,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,73.42,5258.0,No
CUST_02264,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,111.67,2055.17,No
CUST_02265,Female,0,Yes,Yes,56,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),93.48,5264.92,No
CUST_02266,Male,1,No,No,21,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.36,555.68,No
CUST_02267,Female,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),96.22,3010.48,No
CUST_02268,Female,0,Yes,No,1,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),19.91,40.31,No
CUST_02269,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),102.57,345.55,No
CUST_02270,Female,0,Yes,Yes,25,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.85,1333.99,Yes
CUST_02271,Male,0,Yes,No,8,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,79.03,673.15,No
CUST_02272,Male,0,No,Yes,65,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.44,6164.52,Yes
CUST_02273,Male,0,Yes,No,62,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.97,5184.23,No
CUST_02274,Female,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),86.58,613.86,No
CUST_02275,Female,0,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.05,764.87,No
CUST_02276,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,56.15,481.56,No
CUST_02277,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,73.81,1407.64,No
CUST_02278,Female,0,Yes,No,17,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,35.84,636.86,Yes
CUST_02279,Male,0,Yes,No,11,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.69,758.64,Yes
CUST_02280,Male,0,No,Yes,49,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),33.3,1652.24,No
CUST_02281,Female,0,Yes,No,11,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.63,911.08,Yes
CUST_02282,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.07,2138.38,No
CUST_02283,Female,0,Yes,Yes,62,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),105.62,6550.57,No
CUST_02284,Female,0,No,No,52,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),53.04,2803.57,No
